case,paper_case,N_s,N_c,engine,strategy,label_ms,kernel_ms,split_ms,geometry_ms,seed_ms,build_ms,uncertified,gpu_face_split_used,gpu_face_split_iters
orthogonal_duct,Orthogonal duct,576,576,regular_stride_clearance,clearance_direct,0.7617999945068732,0.07711999863386154,3.509099995426368,8.188899999368005,0.006900001608300954,12.466699990909547,0,True,2
skewed_duct,Skewed duct,564,564,regular_stride_clearance,clearance_direct,0.4264999952283688,0.05116799846291542,1.8464999957359396,7.5567000021692365,0.0033999967854470015,9.833099989918992,0,True,2
A_thin_wall,Thin-wall synthetic,576,576,regular_stride_clearance,clearance_direct,0.4291000004741363,0.03776000067591667,1.8707999988691881,7.922700002382044,0.00429999636253342,10.226899998087902,0,True,2
B_narrow_throat,Narrow-throat synthetic,576,576,regular_stride_clearance,clearance_direct,0.5113000006531365,0.04102399945259094,2.4275999967358075,7.365299999946728,0.005299996701069176,10.309499994036742,0,True,2
C_maze,Maze synthetic,576,576,regular_stride_clearance,clearance_direct,0.6238000059965998,0.06406400352716446,2.055699995253235,11.683699995046481,0.008999995770864189,14.37219999206718,0,True,2
