case,paper_case,role,closure,stride_zyx,S,N_cv,compression_C,K_eff_x,K_ref_x,e_K_percent,mass_inf_per_volume,t_total_s,t_ref_total_s,speedup_vs_ref,roi_tpred_ms,network_solve_ms,face_eta_mean,face_eta_p10,recommended_use
bentheimer_sandstone_crop,Bentheimer segmented sandstone crop,no_reference_permeability_only_closure,patch_throat_size_factor,"(2, 4, 4)",1346,1357,1.0081723625557206,0.05634908336457587,0.05225707669002652,7.830531161974327,5.473108682639582e-17,0.4527347000548616,242.67442080006003,536.0190433175393,3.4422874450683594,15.56160009931773,0.8291107033876295,0.4942352821140701,prior-tech screening only; not part of current ROI-JFA/coarse-Stokes method
fibrous_filter_proxy,Fibrous filter proxy,no_reference_permeability_only_closure,patch_throat_size_factor,"(2, 4, 4)",1256,1272,1.0127388535031847,0.14771018466988853,0.1373584960111365,7.536256554463691,2.946061260354957e-17,0.3742289000656456,256.2604510000674,684.769270772822,2.0003318786621094,10.950400028377771,0.7778887183975965,0.3333333333333333,prior-tech screening only; not part of current ROI-JFA/coarse-Stokes method
